CDODefId,CDOName,Workspace,
679477425,A_EquipmentMatrixExceptions,40,
679477426,A_ServiceSetupPopUps,40,
679477427,A_ProductProcessSpecList,40,
679477428,A_ProductSortingGrades,40,
679477418,A_AdHocWIPDataSetup,40,
679477396,A_MaskLayer,40,
679477388,A_InsertionReason,40,
679477389,A_ProductBOMMaterialListAlt,40,
679477390,A_LossReasonLimitsDetails,40,
679477391,A_CountVarianceLimits,40,
679477392,A_CountVarianceLimitsDetails,40,
679477393,A_AutomationPlan,40,
679477412,A_ItemType,40,
679477395,A_ScheduleSSPlanDetails,40,
679477411,A_PrintingSetupSubsets,40,
679477397,A_MaskSet,40,
679477398,A_MaskSetDetails,40,
679477399,A_MaskSetDetailsMasks,40,
679477501,A_LotSpecPassCounts,40,
679477409,A_ToolPlanItem,40,
679477410,A_ToolPlanItemDetails,40,
679477394,A_ScheduleSSPlan,40,
679477463,A_SPCTxnDataDetails,40,
679477450,A_NumberingRuleValues,40,
679477452,A_RunNumberSetup,40,
679477453,A_RunNumberSetupData,40,
679477454,A_ExternalInterfaceDetailRule,40,
679477457,A_ServiceSetupBusinessRules,40,
679477458,A_SPCTxnData,40,
679477447,A_MfgOrderMaterials,40,
679477461,A_RoleAccess,40,
679477460,A_SPCTxnDataMessages,40,
679477464,A_SPCExcludeReason,40,
679477465,A_SPCMatrixParams,40,
679477466,scsStatusModel,40,
679477467,scsStatusModelDetail,40,
679477430,A_SpecYieldTypes,40,
679477400,A_BinTypeDetails,40,
679477459,A_SPCTxnDataParams,40,
679477437,A_TestProgramSetup,40,
679477431,A_ServiceRules,40,
679477462,A_SPCTxnDataPoint,40,
679477446,A_CarrierFamilySizing,40,
679477433,A_ServiceSetupRules,40,
679477434,A_SPCMatrix,40,
679477436,A_PackingQty,40,
679477432,A_ServiceRulesValidations,40,
679477438,A_TestProgramSetupDetails,40,
679477439,A_WaferAttributeSetup,40,
679477440,A_ProductBOMBase,40,
679477441,A_ProductBOM,40,
679477442,A_ProductBOMMaterialList,40,
679477443,A_ExternalInterface,40,
679477444,A_ExternalInterfaceDetail,40,
679477445,A_ExternalInterfaceDetailParam,40,
679477435,A_ScheduleInstructions,40,
696254464,zifOutboundSvcConfigInterface,110,
696254465,zifOutboundInterfaceParams,110,
696254470,zifOutboundEventParams,110,
696254466,zifOutboundDestination,110,
696254467,zifOutboundServiceConfigzifOut,110,
696254468,zifOutboundSvcConfigEvent,110,
696254469,zifOutboundInterfacezifParamet,110,
696254471,zifOutboundEvent,110,
696254472,zifOutboundEventzifParameters,110,
696254473,zifOutboundInterfacezifOutboun,110,
696254475,zifOutboundInterface,110,
696254474,zifOutboundServiceConfig,110,
671088640,A_ModifyWafersHistoryDetailsWa,200,
671088645,A_ldReworkStatusldReEntryWorkf,200,
671088663,A_ldMatReturnOrderHistoryDet,200,
671088641,ldChangeIdHistory,200,
671088642,ldChangeIdHistoryDetails,200,
671088643,A_ldCSAMValidation,200,
671088644,A_ldCSAMData,200,
671088654,ldInspectionPlan,200,
671088665,ldContainerHistoryDetails,200,
671088664,A_ldMatReturnOrderItem,200,
671088662,A_ldMatReturnOrder,200,
671088660,ldMaterialRequestTxnHistDetail,200,
671088659,ldMaterialRequestTxnHistory,200,
671088658,ldMaterialRequestOrder,200,
671088657,ldMaterialRequestOrderItem,200,
671088661,A_ldMatReturnOrderHistory,200,
671088655,ldAssociateHistoryDetails,200,
671088646,A_ldReworkStatus,200,
671088653,ldInspPlanWIPData,200,
671088652,ldInspTask,200,
671088651,ldInspTaskWIPData,200,
671088650,ProductionStatusldInspTaskList,200,
671088649,ldInspTaskHistory,200,
671088648,ldInspTaskHistoryDetail,200,
671088647,ldInspTaskList,200,
671088656,ldModelPlan,200,
